author_type,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,street,house_number,underground
real_estate_agent,Голицыно,34.0,57.0,4.0,180.0,201794039.0,2007.0,28.3,15.0,Чапаевский переулок,3.0,Аэропорт
real_estate_agent,Голицыно,9.0,20.0,3.0,64.56,26640000.0,2024.0,32.8,12.0,Автозаводская ,26.0,Тульская
real_estate_agent,Голицыно,4.0,8.0,2.0,64.0,39900000.0,-1.0,39.0,10.0,Благовещенский переулок,5.0,Маяковская
real_estate_agent,Истра,8.0,9.0,2.0,65.0,12600000.0,2018.0,35.0,12.3,Пролетарская ,1.0,Нахабино
real_estate_agent,Истра,1.0,4.0,3.0,50.0,8000000.0,1973.0,36.0,6.0,Юбилейная ,16.0,Нахабино
real_estate_agent,Истра,4.0,4.0,2.0,62.0,8450000.0,2023.0,38.0,10.0,проспект Генерала Белобородова,18.0,Нахабино
realtor,Истра,2.0,4.0,1.0,40.9,6150000.0,2014.0,28.3,13.6,проспект Генерала Белобородова,23.0,Нахабино
homeowner,Истра,8.0,9.0,2.0,65.0,12600000.0,2013.0,35.0,12.3,Пролетарская ,1.0,Нахабино
developer,Королёв,18.0,19.0,1.0,46.01,9810130.0,2024.0,13.5,15.2, Калинина,11.0,Медведково
real_estate_agent,Королёв,3.0,4.0,2.0,50.1,9200000.0,2019.0,21.0,16.0,Бурковский проезд,12.0,Медведково
realtor,Королёв,7.0,9.0,2.0,37.2,4500000.0,1965.0,22.3,6.5,Школьная ,21.0,Медведково
developer,Королёв,15.0,19.0,1.0,50.74,10158000.0,2024.0,14.8,16.9, Калинина,11.0,Медведково
developer,Королёв,15.0,19.0,1.0,43.12,8461520.0,2024.0,17.7,10.0, Калинина,11.0,Медведково
realtor,Королёв,1.0,5.0,2.0,40.5,4700000.0,-1.0,28.5,6.0,Стадионная ,8.0,Медведково
developer,Королёв,5.0,19.0,3.0,107.74,18184878.0,2024.0,53.0,12.4, Калинина,11.0,Медведково
realtor,Королёв,5.0,12.0,2.0,55.0,6500000.0,1979.0,29.2,8.1, Пионерская,4.0,Медведково
real_estate_agent,Королёв,4.0,4.0,1.0,16.3,2700000.0,-1.0,10.0,4.0, Циолковского,12.0,Медведково
developer,Королёв,6.0,19.0,3.0,104.83,17809586.0,2024.0,59.8,14.5, Калинина,11.0,Медведково
realtor,Королёв,3.0,14.0,1.0,40.0,5400000.0,1987.0,19.0,10.5,проспект Космонавтов,44.0,Медведково
developer,Королёв,14.0,19.0,2.0,69.9,15924516.0,2024.0,33.2,12.2, Калинина,11.0,Медведково
real_estate_agent,Королёв,3.0,5.0,1.0,31.2,4400000.0,1965.0,18.0,6.0,Советская ,34.0,Медведково
developer,Королёв,12.0,19.0,2.0,74.15,18443103.0,2024.0,32.4,13.6, Калинина,11.0,Медведково
real_estate_agent,Королёв,6.0,9.0,2.0,44.7,6000000.0,1968.0,26.1,8.5, Лесная,5.0,Медведково
realtor,Королёв,9.0,16.0,2.0,50.6,8000000.0,1989.0,30.7,9.0, Горького,3.0,Медведково
real_estate_agent,Королёв,9.0,9.0,1.0,32.4,5300000.0,-1.0,18.2,6.2, Мичурина,12.0,Щёлковская
real_estate_agent,Королёв,10.0,10.0,1.0,48.9,6500000.0,2002.0,15.6,9.5, Циолковского,12.0,Медведково
real_estate_agent,Королёв,7.0,14.0,2.0,50.3,8900000.0,1988.0,30.0,8.0,проспект Космонавтов,12.0,Медведково
real_estate_agent,Королёв,1.0,12.0,2.0,45.0,6000000.0,1970.0,26.0,6.0, 50-летия ВЛКСМ,12.0,Медведково
realtor,Королёв,13.0,16.0,1.0,37.8,6490000.0,1989.0,18.0,11.0,проспект Космонавтов,12.0,Медведково
realtor,Королёв,4.0,5.0,1.0,32.0,5350000.0,1962.0,17.5,6.0,Садовая ,12.0,Медведково
real_estate_agent,Королёв,1.0,9.0,2.0,43.2,5400000.0,1968.0,27.0,8.5, Лесная,9.0,Медведково
realtor,Королёв,5.0,9.0,2.0,43.9,7500000.0,1971.0,28.0,6.0, Кирова,7.0,Медведково
real_estate_agent,Королёв,3.0,9.0,3.0,53.0,8000000.0,-1.0,33.9,6.0, 50-летия ВЛКСМ,12.0,Медведково
realtor,Королёв,4.0,4.0,1.0,40.0,7900000.0,2018.0,22.9,5.0,Бурковский проезд,12.0,Ботанический сад
realtor,Королёв,5.0,9.0,3.0,60.5,8990009.0,-1.0,44.8,6.0,проспект Королева,9.0,Медведково
real_estate_agent,Королёв,6.0,17.0,2.0,64.9,9250000.0,2003.0,37.0,11.0, Мичурина,12.0,Щёлковская
realtor,Королёв,2.0,14.0,3.0,68.0,11100000.0,1988.0,40.0,9.0,проспект Космонавтов,43.0,Медведково
real_estate_agent,Королёв,11.0,18.0,2.0,64.0,11200000.0,2017.0,32.0,10.0,Советская ,12.0,Медведково
realtor,Королёв,9.0,22.0,2.0,77.0,15300000.0,2019.0,40.5,15.0, Лермонтова,12.0,Медведково
homeowner,Королёв,4.0,5.0,1.0,31.7,4500000.0,1959.0,28.3,10.0, К.Д. Трофимова,10.0,Медведково
real_estate_agent,Королёв,2.0,5.0,2.0,44.0,5590000.0,1960.0,27.0,6.0,Садовая ,10.0,Медведково
homeowner,Королёв,9.0,9.0,1.0,35.6,6100000.0,1991.0,17.2,8.5, Малая Комитетская,5.0,Медведково
real_estate_agent,Королёв,4.0,9.0,1.0,34.3,6650000.0,1996.0,16.8,8.8, Маяковского,3.0,Медведково
homeowner,Королёв,9.0,18.0,1.0,32.0,6950000.0,2020.0,26.0,6.0,Советская ,12.0,Медведково
real_estate_agent,Королёв,9.0,12.0,2.0,47.6,7800000.0,-1.0,28.5,6.7,Советская ,24.0,Медведково
realtor,Королёв,10.0,12.0,2.0,52.5,8399000.0,1979.0,31.0,8.7, Исаева,8.0,Медведково
homeowner,Королёв,8.0,9.0,2.0,52.0,9000000.0,1985.0,36.0,10.0,Советская ,28.0,Ботанический сад
real_estate_agent,Королёв,1.0,17.0,2.0,62.6,10500000.0,2014.0,22.0,18.0, Академика Легостаева,12.0,Щёлковская
realtor,Королёв,9.0,17.0,3.0,73.8,13490000.0,-1.0,44.8,10.6, М.К. Тихонравова,12.0,Медведково
real_estate_agent,Королёв,8.0,9.0,3.0,106.4,21000000.0,2002.0,56.0,12.0,проспект Королева,12.0,Медведково
homeowner,Королёв,2.0,9.0,1.0,35.0,7200000.0,1969.0,28.3,6.0,проспект Королева,2.0,Медведково
developer,Красногорск,2.0,6.0,4.0,106.1,25753277.0,2024.0,28.3,10.0,аллея Золотая,1.0,Опалиха
developer,Красногорск,1.0,6.0,2.0,64.5,18104212.0,2024.0,28.3,10.0,аллея Золотая,4.0,Опалиха
real_estate_agent,Красногорск,31.0,32.0,3.0,60.0,20900000.0,2022.0,38.0,10.0, Липовой Рощи,12.0,Липовая Роща
real_estate_agent,Красногорск,7.0,25.0,1.0,37.4,6000000.0,2023.0,13.5,12.0,бульвар Космонавтов,12.0,Опалиха
realtor,Красногорск,9.0,9.0,1.0,34.0,7000000.0,1984.0,17.0,7.0, Ленина,17.0,Павшино
realtor,Красногорск,4.0,17.0,1.0,33.6,8064000.0,2020.0,15.8,9.0, Народного Ополчения,1.0,Митино
realtor,Красногорск,1.0,4.0,2.0,70.0,9900000.0,1936.0,45.0,11.0,Октябрьская ,7.0,Павшино
real_estate_agent,Красногорск,5.0,6.0,1.0,51.0,10250000.0,2024.0,16.0,18.2,аллея Золотая,2.0,Опалиха
realtor,Красногорск,11.0,14.0,2.0,64.1,11000000.0,2006.0,33.0,11.6,Успенская ,8.0,Красногорская
real_estate_agent,Красногорск,24.0,25.0,2.0,35.6,11500000.0,2017.0,18.0,10.0, Молодежная,4.0,Пенягино
real_estate_agent,Красногорск,16.0,17.0,2.0,73.0,12500000.0,-1.0,39.0,15.0,Успенская ,24.0,Опалиха
realtor,Красногорск,4.0,16.0,2.0,59.9,13800000.0,2006.0,32.0,11.0,бульвар Павшинский,5.0,Пенягино
real_estate_agent,Красногорск,21.0,26.0,1.0,30.0,6300000.0,2017.0,18.0,8.0,бульвар Космонавтов,11.0,Опалиха
unknown,Красногорск,3.0,8.0,1.0,35.6,6500000.0,-1.0,18.5,8.0, Алексеевская,3.0,Аникеевка
realtor,Красногорск,16.0,18.0,2.0,54.0,7990000.0,2005.0,29.0,8.6, Вилора Трифонова,3.0,Опалиха
real_estate_agent,Краснознаменск,4.0,18.0,2.0,60.0,10400000.0,2016.0,32.3,11.1, Строителей,12.0,Апрелевка
realtor,Краснознаменск,7.0,17.0,3.0,77.9,14600000.0,2018.0,28.3,12.0, Строителей,12.0,Апрелевка
real_estate_agent,Краснознаменск,5.0,10.0,2.0,59.5,9300000.0,2004.0,34.7,8.0, Строителей,4.0,Апрелевка
realtor,Краснознаменск,7.0,17.0,2.0,62.2,11700000.0,2013.0,33.0,12.0, Строителей,12.0,Апрелевка
realtor,Краснознаменск,6.0,17.0,2.0,56.9,9250000.0,2008.0,28.3,9.0, Связистов,10.0,Крёкшино
homeowner,Краснознаменск,2.0,10.0,2.0,57.0,8950000.0,2004.0,28.3,7.0, Строителей,4.0,Апрелевка
realtor,Краснознаменск,6.0,21.0,1.0,43.0,8300000.0,2014.0,28.3,10.0,Минская ,7.0,Крёкшино
realtor,Краснознаменск,6.0,17.0,5.0,124.0,25600000.0,2018.0,28.3,10.0, Строителей,12.0,Апрелевка
homeowner,Краснознаменск,3.0,21.0,3.0,65.2,16300000.0,2014.0,48.0,15.0,Минская ,7.0,Крёкшино
realtor,Краснознаменск,6.0,19.0,1.0,37.55,7350000.0,2016.0,11.0,17.1,Советская ,2.0,Крёкшино
realtor,Краснознаменск,7.0,17.0,2.0,58.0,8600000.0,1992.0,33.9,10.1, Победы,2.0,Крёкшино
homeowner,Краснознаменск,7.0,17.0,1.0,40.1,7600000.0,2016.0,17.0,10.8, Строителей,12.0,Апрелевка
realtor,Краснознаменск,6.0,9.0,3.0,64.7,8200000.0,1982.0,40.6,8.5,Комсомольский бульвар,6.0,Крёкшино
realtor,Краснознаменск,17.0,18.0,1.0,40.2,9450000.0,2014.0,25.0,10.0,Минская ,7.0,Крёкшино
realtor,Краснознаменск,5.0,19.0,3.0,76.4,14700000.0,-1.0,28.3,11.5, Победы,32.0,Апрелевка
realtor,Краснознаменск,8.0,9.0,3.0,62.4,8600000.0,1983.0,39.2,9.8,проспект Мира,12.0,Крёкшино
real_estate_agent,Краснознаменск,12.0,19.0,3.0,85.1,17000000.0,2012.0,28.3,11.0, Победы,32.0,Апрелевка
unknown,Краснознаменск,17.0,17.0,3.0,96.0,18500000.0,-1.0,28.3,10.0, Победы,28.0,Апрелевка
real_estate_agent,Краснознаменск,4.0,17.0,3.0,69.0,10500000.0,2008.0,28.3,18.1, Связистов,12.0,Крёкшино
real_estate_agent,Краснознаменск,4.0,17.0,3.0,69.3,10500000.0,2009.0,33.4,18.1, Связистов,12.0,Крёкшино
unknown,Краснознаменск,5.0,5.0,1.0,27.6,4550000.0,1971.0,16.0,6.0,проспект Мира,5.0,Крёкшино
realtor,Краснознаменск,4.0,17.0,2.0,60.0,11950000.0,-1.0,30.0,11.0, Победы,32.0,Апрелевка
real_estate_agent,Краснознаменск,14.0,17.0,2.0,69.9,10500000.0,2010.0,33.0,12.0, Связистов,12.0,Крёкшино
realtor,Краснознаменск,9.0,21.0,2.0,65.09,14900000.0,2014.0,35.0,18.0,Минская ,7.0,Крёкшино
realtor,Краснознаменск,3.0,5.0,2.0,47.0,8300000.0,1979.0,28.3,10.0,Краснознаменная ,3.0,Крёкшино
real_estate_agent,Люберцы,13.0,25.0,2.0,51.3,11000000.0,2020.0,27.4,10.6, Весенняя,12.0,Лухмановская
homeowner,Люберцы,7.0,17.0,2.0,67.5,10500000.0,2002.0,43.1,11.0,Октябрьский проспект,12.0,Ухтомская
developer,Люберцы,8.0,25.0,2.0,41.8,11611204.0,2024.0,23.0,5.3, Рождественская,12.0,Люберцы
official_representative,Люберцы,2.0,17.0,1.0,34.0,6800000.0,2017.0,13.0,11.0, Камова,12.0,Некрасовка
realtor,Люберцы,1.0,3.0,2.0,43.7,5700000.0,1958.0,28.3,6.0,Инициативная ,5.0,Люберцы
real_estate_agent,Люберцы,14.0,19.0,1.0,34.0,5900000.0,2016.0,28.3,7.0, Вертолетная,12.0,Некрасовка
developer,Люберцы,5.0,25.0,1.0,33.8,9747650.0,2023.0,13.8,10.7, Рождественская,8.0,Люберцы
real_estate_agent,Люберцы,1.0,5.0,1.0,36.0,4750000.0,-1.0,22.0,7.0, Калараш,5.0,Люберцы
developer,Люберцы,4.0,24.0,3.0,66.7,14920790.0,2023.0,35.1,13.5, Рождественская,10.0,Люберцы
real_estate_agent,Люберцы,11.0,17.0,3.0,75.0,10850000.0,2015.0,40.0,15.0, Барыкина,2.0,Некрасовка
real_estate_agent,Люберцы,3.0,4.0,1.0,28.4,5680000.0,1938.0,10.0,2.0,Октябрьский проспект,403.0,Панки
realtor,Люберцы,2.0,17.0,1.0,32.0,5800000.0,2021.0,9.0,14.0, Камова,12.0,Некрасовка
developer,Люберцы,20.0,25.0,1.0,24.6,8420580.0,2022.0,11.3,10.0, Рождественская,6.0,Люберцы
real_estate_agent,Люберцы,2.0,5.0,2.0,43.6,6070000.0,1964.0,27.0,6.7, Мира,1.0,Люберцы
developer,Люберцы,18.0,25.0,4.0,83.7,16376742.0,2022.0,54.9,6.1, Рождественская,4.0,Люберцы
real_estate_agent,Люберцы,1.0,14.0,4.0,92.0,12950000.0,-1.0,64.0,11.0,Комсомольский проспект,17.0,Некрасовка
real_estate_agent,Люберцы,5.0,17.0,3.0,75.0,10800000.0,2015.0,45.0,13.0, Барыкина,12.0,Некрасовка
real_estate_agent,Люберцы,20.0,22.0,1.0,37.8,9000000.0,2014.0,20.0,9.6, Кирова,12.0,Жулебино
developer,Люберцы,17.0,25.0,1.0,36.9,10867271.0,2023.0,28.3,12.2, Солнечная,2.0,Некрасовка
realtor,Люберцы,2.0,5.0,2.0,44.2,5600000.0,1966.0,27.0,6.0, Космонавтов,26.0,Панки
real_estate_agent,Люберцы,3.0,17.0,3.0,80.6,14950000.0,2015.0,42.0,10.0,Новая ,9.0,Ухтомская
real_estate_agent,Люберцы,13.0,19.0,1.0,27.5,5700000.0,-1.0,15.0,6.0, Рождественская,4.0,Люберцы
real_estate_agent,Люберцы,3.0,17.0,1.0,37.3,6999000.0,2017.0,28.3,17.3, Вертолетная,40.0,Некрасовка
developer,Люберцы,11.0,25.0,3.0,81.0,17210880.0,2022.0,47.0,12.2, Рождественская,6.0,Люберцы
real_estate_agent,Люберцы,12.0,22.0,3.0,96.0,16300000.0,2021.0,43.2,24.1, Кирова,11.0,Жулебино
realtor,Люберцы,9.0,9.0,1.0,28.3,5400000.0,1987.0,18.0,7.0,Комсомольский проспект,11.0,Люберцы
realtor,Люберцы,10.0,17.0,1.0,28.1,5600000.0,2016.0,22.0,10.0, Вертолетная,24.0,Некрасовка
real_estate_agent,Люберцы,3.0,17.0,1.0,37.4,6050000.0,-1.0,17.0,9.0,проезд Некрасовский,11.0,Некрасовка
real_estate_agent,Люберцы,1.0,5.0,2.0,67.8,6780000.0,1960.0,36.1,7.7,Хлебозаводской тупик,9.0,Люберцы
realtor,Люберцы,23.0,24.0,1.0,25.0,7100000.0,-1.0,28.3,10.0, Весенняя,6.0,Некрасовка
real_estate_agent,Люберцы,8.0,9.0,1.0,39.0,7599000.0,2002.0,19.0,11.0, Володарского,76.0,Ухтомская
realtor,Люберцы,5.0,5.0,2.0,58.3,7950000.0,1955.0,37.7,8.6,Октябрьский проспект,327.0,Панки
real_estate_agent,Люберцы,8.0,17.0,2.0,54.9,8490000.0,1991.0,32.5,9.2, 3-е Почтовое Отделение,7.0,Люберцы
real_estate_agent,Люберцы,9.0,9.0,2.0,53.4,8999000.0,1989.0,32.1,9.5, Митрофанова,19.0,Люберцы
real_estate_agent,Люберцы,9.0,16.0,2.0,48.3,9500000.0,2016.0,22.4,9.3, Вертолетная,12.0,Некрасовка
real_estate_agent,Люберцы,4.0,18.0,2.0,55.0,9700000.0,2018.0,30.0,10.0, Камова,12.0,Некрасовка
real_estate_agent,Люберцы,7.0,9.0,3.0,67.5,10790000.0,1990.0,39.1,9.8,Октябрьский проспект,364.0,Панки
realtor,Люберцы,9.0,9.0,3.0,59.0,10800000.0,1974.0,39.0,7.0, 3-я Красногорская,33.0,Ухтомская
realtor,Люберцы,12.0,25.0,1.0,35.0,11300000.0,2021.0,13.5,11.0, 8 Марта,48.0,Лухмановская
real_estate_agent,Люберцы,23.0,25.0,2.0,72.0,12350000.0,2017.0,35.3,11.4, Юности,12.0,Лухмановская
realtor,Люберцы,22.0,25.0,2.0,70.1,13500000.0,2013.0,30.0,13.0,Инициативная ,13.0,Люберцы
real_estate_agent,Люберцы,11.0,17.0,3.0,97.6,15900000.0,-1.0,52.7,12.6,Комсомольский проспект,12.0,Люберцы
realtor,Люберцы,3.0,25.0,3.0,87.0,23900000.0,2022.0,40.0,14.0, Летчика Ларюшина,12.0,Котельники
real_estate_agent,Лобня,2.0,16.0,1.0,31.3,6300000.0,2021.0,14.0,10.0, Колычева,5.0,Лобня
realtor,Лобня,1.0,3.0,2.0,56.0,6300000.0,1958.0,34.5,7.0, 40 лет Октября,14.0,Лобня
real_estate_agent,Лобня,15.0,16.0,1.0,37.5,6300000.0,2007.0,18.0,8.0,Аэропортовская ,7.0,Лобня
realtor,Лобня,9.0,10.0,3.0,64.0,10990000.0,-1.0,37.5,8.2, Ленина,16.0,Лобня
real_estate_agent,Лобня,11.0,20.0,2.0,69.6,8150000.0,2008.0,37.8,11.0,Текстильная ,18.0,Лобня
real_estate_agent,Лобня,5.0,5.0,1.0,20.1,4600000.0,1970.0,10.4,3.7, Чкалова,11.0,Лобня
real_estate_agent,Лыткарино,14.0,17.0,3.0,80.9,13000000.0,2016.0,50.0,10.0,Колхозная ,12.0,Томилино
real_estate_agent,Лыткарино,3.0,5.0,2.0,64.6,7200000.0,-1.0,42.6,9.6,Первомайская ,12.0,Томилино
real_estate_agent,Лыткарино,1.0,5.0,1.0,31.5,3900000.0,1965.0,18.0,6.0,Парковая ,28.0,Томилино
real_estate_agent,Лыткарино,1.0,9.0,1.0,37.0,4600000.0,1983.0,17.0,7.5,Октябрьская ,18.0,Томилино
real_estate_agent,Лыткарино,4.0,4.0,1.0,32.0,4700000.0,1958.0,18.8,6.0, Ленина,6.0,Томилино
real_estate_agent,Лыткарино,2.0,5.0,1.0,30.8,4800000.0,1963.0,18.0,6.0,Набережная ,12.0,Томилино
real_estate_agent,Лыткарино,1.0,6.0,2.0,41.0,4100000.0,-1.0,29.6,6.0,Советская ,7.0,Томилино
unknown,Лыткарино,2.0,3.0,2.0,54.0,5450000.0,-1.0,31.7,8.8, Ухтомского,15.0,Томилино
real_estate_agent,Лыткарино,2.0,5.0,3.0,72.3,7590000.0,1958.0,50.8,8.9,Октябрьская ,12.0,Томилино
real_estate_agent,Лыткарино,1.0,15.0,1.0,47.1,6600000.0,2010.0,28.3,11.9, Степана Степанова,4.0,Томилино
developer,Москва,41.0,42.0,5.0,147.4,67299479.0,2023.0,121.9,10.0,Севастопольский проспект,12.0,Нагорная
real_estate_agent,Москва,14.0,17.0,5.0,127.2,25500000.0,1993.0,78.8,10.4,Измайловский проезд,13.0,Локомотив
realtor,Москва,15.0,17.0,5.0,130.0,49500000.0,1999.0,85.0,10.0, Академика Пилюгина,12.0,Новые Черёмушки
developer,Москва,66.0,66.0,5.0,593.3,1067940000.0,2020.0,28.3,10.0,1-й Красногвардейский проезд,12.0,Москва-Сити
real_estate_agent,Москва,11.0,18.0,5.0,125.0,85000000.0,2021.0,100.0,15.0,Новоалексеевская ,12.0,Алексеевская
developer,Москва,61.0,67.0,5.0,195.1,212249290.0,2023.0,160.8,29.3,Краснопресненская набережная,12.0,Москва-Сити
real_estate_agent,Москва,1.0,7.0,5.0,398.1,170000000.0,2005.0,28.3,20.0,Крылатская ,12.0,Крылатское
developer,Москва,6.0,6.0,5.0,169.27,71292472.0,2023.0,28.3,14.3,Электролитный проезд,7.0,Нагорная
developer,Москва,1.0,6.0,5.0,202.78,97787564.0,2023.0,28.3,6.0, Виктора Маслова,2.0,Автозаводская
real_estate_agent,Москва,11.0,11.0,5.0,179.2,105000000.0,2022.0,28.3,15.0,Старая Басманная ,12.0,Курская
developer,Москва,20.0,41.0,5.0,164.4,126885354.0,2021.0,28.3,8.2,Ленинградский проспект,12.0,Аэропорт
real_estate_agent,Москва,27.0,31.0,5.0,212.0,115000000.0,2008.0,28.3,20.0,Нежинская ,12.0,Давыдково
developer,Москва,5.0,16.0,5.0,175.2,94134960.0,2021.0,28.3,10.0, Матросская Тишина,12.0,Сокольники
real_estate_agent,Москва,10.0,10.0,5.0,178.0,137900000.0,2008.0,28.3,30.0,Студенческая ,12.0,Студенческая
developer,Москва,62.0,67.0,5.0,153.6,211791360.0,2023.0,125.6,23.0,Краснопресненская набережная,12.0,Москва-Сити
real_estate_agent,Москва,10.0,12.0,5.0,300.0,250000000.0,2005.0,132.4,39.7,Климентовский переулок,2.0,Новокузнецкая
developer,Москва,7.0,8.0,5.0,292.0,793035956.0,2023.0,174.3,5.4,Костянский переулок,13.0,Сретенский бульвар
real_estate_agent,Москва,3.0,14.0,5.0,139.0,99000000.0,2022.0,28.3,30.0,проспект Генерала Дорохова,12.0,Минская
developer,Москва,60.0,67.0,5.0,162.3,170406885.0,2023.0,133.0,24.4,Краснопресненская набережная,12.0,Москва-Сити
real_estate_agent,Москва,5.0,8.0,5.0,177.0,225680000.0,2022.0,127.0,15.0, Усачева,12.0,Спортивная
developer,Москва,32.0,32.0,5.0,157.0,105190000.0,2023.0,117.8,10.0, Годовикова,12.0,Алексеевская
real_estate_agent,Москва,11.0,18.0,5.0,169.5,150000000.0,-1.0,82.6,17.1,Мосфильмовская ,12.0,Матвеевская
developer,Москва,24.0,24.0,5.0,166.56,74952000.0,2021.0,111.3,10.0,Кастанаевская ,66.0,Кунцевская
real_estate_agent,Москва,18.0,21.0,5.0,190.0,210000000.0,2019.0,150.0,15.0,Мантулинская ,12.0,Москва-Сити
developer,Москва,59.0,67.0,5.0,197.2,199566400.0,2023.0,162.6,29.6,Краснопресненская набережная,12.0,Москва-Сити
real_estate_agent,Москва,24.0,25.0,5.0,314.0,135000000.0,2010.0,212.0,59.3,Сосновая аллея,1.0,Щукинская
real_estate_agent,Москва,33.0,35.0,5.0,298.9,220000000.0,2001.0,28.3,20.0,Авиационная ,12.0,Щукинская
real_estate_agent,Москва,44.0,45.0,5.0,230.0,200000000.0,2011.0,28.3,25.0,проспект Маршала Жукова,78.0,Серебряный Бор
unknown,Москва,4.0,6.0,5.0,313.0,92000000.0,1999.0,220.0,49.7, Вавилова,12.0,Профсоюзная
real_estate_agent,Москва,18.0,18.0,5.0,206.5,120000000.0,2007.0,28.3,20.0,Дохтуровский переулок,6.0,Студенческая
real_estate_agent,Москва,17.0,17.0,5.0,310.0,330000000.0,2022.0,28.3,23.0,Звенигородское шоссе,11.0,Улица 1905 года
developer,Москва,8.0,9.0,5.0,165.8,159473280.0,2023.0,99.9,20.3, Нижние Мневники,10.0,Терехово 
real_estate_agent,Москва,3.0,5.0,5.0,220.5,295000000.0,-1.0,119.6,25.2,Борисоглебский переулок,12.0,Арбатская
real_estate_agent,Москва,26.0,31.0,5.0,247.0,335362475.0,2007.0,140.9,28.0,Нежинская ,12.0,Давыдково
developer,Москва,20.0,41.0,5.0,163.0,117360000.0,2021.0,28.3,6.4,Ленинградский проспект,12.0,Аэропорт
real_estate_agent,Москва,45.0,58.0,5.0,114.1,55000000.0,2021.0,87.2,16.2, Народного Ополчения,12.0,Народное Ополчение
realtor,Москва,14.0,14.0,5.0,197.3,54500000.0,1999.0,125.6,20.0, Хромова,38.0,Преображенская площадь
real_estate_agent,Москва,3.0,4.0,5.0,211.5,95000000.0,-1.0,140.0,13.0,Островной проезд,12.0,Молодёжная
real_estate_agent,Москва,15.0,24.0,5.0,139.1,53000000.0,-1.0,83.9,9.6,Нижегородская ,25.0,Калитники
real_estate_agent,Москва,12.0,16.0,5.0,122.4,80000000.0,-1.0,53.6,21.0,Краснобогатырская ,12.0,Преображенская площадь
real_estate_agent,Москва,8.0,22.0,5.0,138.0,90000000.0,-1.0,60.0,10.0, Василисы Кожиной,13.0,Парк Победы
realtor,Москва,6.0,27.0,5.0,147.0,60000000.0,1997.0,100.0,9.0,Жулебинский бульвар,5.0,Лермонтовский проспект
real_estate_agent,Москва,1.0,6.0,5.0,203.2,207000000.0,2019.0,28.3,10.0, Малая Ордынка,19.0,Третьяковская
real_estate_agent,Москва,3.0,15.0,5.0,125.5,115000000.0,-1.0,28.3,10.0,набережная Марка Шагала,12.0,ЗИЛ
real_estate_agent,Москва,8.0,9.0,5.0,165.0,73000000.0,2001.0,120.0,15.0,Новорязанская ,12.0,Комсомольская
real_estate_agent,Москва,7.0,7.0,5.0,265.0,382500000.0,2016.0,28.3,35.0, Большая Дмитровка,12.0,Театральная
realtor,Москва,14.0,19.0,5.0,137.3,48000000.0,2000.0,95.4,12.0,Кольская ,12.0,Свиблово
real_estate_agent,Москва,5.0,6.0,5.0,260.9,576554399.0,2003.0,180.0,15.0,Бутиковский переулок,5.0,Парк Культуры
real_estate_agent,Москва,4.0,4.0,5.0,156.0,52000000.0,1999.0,130.0,12.0,Пенягинская ,6.0,Митино
real_estate_agent,Москва,2.0,17.0,5.0,242.0,240000000.0,-1.0,28.3,30.0, Сергея Макеева,12.0,Улица 1905 года
real_estate_agent,Москва,7.0,10.0,5.0,226.2,92000000.0,2001.0,161.0,24.0, Крылатские Холмы,12.0,Молодёжная
real_estate_agent,Москва,9.0,10.0,5.0,288.0,230000000.0,2011.0,28.3,20.0,Большая Татарская ,12.0,Новокузнецкая
real_estate_agent,Москва,3.0,16.0,5.0,111.9,27999999.0,1997.0,67.1,11.0,Братеевская ,12.0,Алма-Атинская
real_estate_agent,Москва,7.0,7.0,5.0,341.0,430000000.0,2003.0,28.3,20.0,1-й Обыденский переулок,7.0,Кропоткинская
real_estate_agent,Москва,6.0,18.0,5.0,155.5,95500000.0,2009.0,119.3,10.0, Талалихина,8.0,Пролетарская
real_estate_agent,Москва,9.0,19.0,5.0,180.8,74500000.0,2006.0,28.3,25.0, Викторенко,12.0,Аэропорт
real_estate_agent,Москва,16.0,17.0,5.0,154.3,42500000.0,1999.0,96.4,13.5,Партизанская ,36.0,Молодёжная
real_estate_agent,Москва,4.0,7.0,5.0,340.0,960923999.0,2015.0,28.3,20.0, Ефремова,12.0,Спортивная
real_estate_agent,Москва,45.0,57.0,5.0,633.0,218000000.0,2007.0,28.3,20.0,Чапаевский переулок,3.0,Аэропорт
real_estate_agent,Москва,11.0,11.0,5.0,363.0,672646799.0,2003.0,28.3,20.0,1-й Неопалимовский переулок,8.0,Смоленская
real_estate_agent,Москва,11.0,36.0,5.0,164.0,85000000.0,2003.0,28.3,20.0,Авиационная ,12.0,Щукинская
real_estate_agent,Москва,7.0,10.0,5.0,192.45,85000000.0,2017.0,160.0,14.0, Золоторожский Вал,8.0,Серп и Молот
realtor,Москва,4.0,6.0,5.0,216.0,300400000.0,2023.0,28.3,10.0,Софийская набережная,18.0,Боровицкая
real_estate_agent,Москва,3.0,8.0,5.0,221.8,257500000.0,2019.0,175.0,25.0,Мосфильмовская ,12.0,Ломоносовский проспект
real_estate_agent,Москва,25.0,32.0,5.0,108.3,38500000.0,2022.0,56.9,21.8,Большая Очаковская ,2.0,Аминьевская
real_estate_agent,Москва,7.0,9.0,5.0,243.8,135000000.0,2007.0,162.4,21.1,Староволынская ,12.0,Матвеевская
